row_num,client,client,sub,total,year,catcode
344,Abbott Laboratories,Abbott Diabetes Care,0,2008,H4100
357,Abbott Laboratories,Abbott Diabetes Care,0,2005,H4100
5408,AbbVie Inc,AbbVie Inc,6220000,2016,H4300
3978,AbbVie Inc,AbbVie Inc,5220000,2015,H4300
4111,AbbVie Inc,AbbVie Inc,4860000,2014,H4300
5617,AbbVie Inc,AbbVie Inc,3220000,2013,H4300
5805,Abgenix Inc,Abgenix Inc,120000,2002,H4500
6039,Abgenix Inc,Abgenix Inc,40000,2003,H4500
604,Abiomed Inc,ABIOMED Inc,200000,2006,H4100
666,Abiomed Inc,ABIOMED Inc,200000,2007,H4100
738,ABIOMED Inc,ABIOMED Inc,160000,2005,H4100
726,Abiomed Inc,Abiomed Inc,130000,2008,H4100
563,Abiomed Inc,Abiomed Inc,120000,2010,H4100
667,Abiomed Inc,Abiomed Inc,120000,2009,H4100
739,Abiomed Inc,Abiomed Inc,120000,2013,H4100
758,Abiomed Inc,Abiomed Inc,120000,2012,H4100
850,Abiomed Inc,Abiomed Inc,120000,2011,H4100
727,Abiomed Inc,Abiomed Inc,80000,2015,H4100
958,Abiomed Inc,Abiomed Inc,80000,2014,H4100
735,Abiomed Inc,Abiomed Inc,40000,2016,H4100
562,Abiomed Inc,Abiomed Inc,20000,2004,H4100
6544,Ablecare Medical,Ablecare Medical,0,2008,H4100
1579,Ablitech Inc,Ablitech Inc                            ,80000,2009,H4500
1927,Ablitech Inc,Ablitech Inc                            ,50000,2010,H4500
2044,Ablitech Inc,Ablitech Inc                            ,20000,2011,H4500
2244,Ablitech Inc,Ablitech Inc,20000,2012,H4500
2073,Abraxis BioScience,Abraxis BioScience,180000,2010,H4500
1950,Abraxis BioScience,Abraxis BioScience,90000,2009,H4500
2071,Abraxis BioScience,Abraxis BioScience,40000,2008,H4500
2203,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,1005000,2009,H4400
2265,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,921000,2015,H4400
2154,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,847000,2014,H4400
1868,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,830000,2013,H4400
2047,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,768000,2011,H4400
6664,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,680000,2012,H4400
2046,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,677000,2010,H4400
1928,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,521777,2007,H4400
2048,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,515000,2016,H4400
1934,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,466000,2008,H4400
3202,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,220000,2002,H4400
2153,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,219000,2001,H4400
2024,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,200000,2005,H4400
2045,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,200000,2004,H4400
6663,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,200000,2003,H4400
6662,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,190000,2000,H4400
1661,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,143000,1999,H4400
2192,Academy of Managed Care Pharmacies,Academy of Managed Care Pharmacies,100000,2006,H4400
2155,Academy of Radiology Research,Academy of Radiology Research,1110000,2010,H4100
1793,Academy of Radiology Research,Academy of Radiology Research,1060000,2006,H4100
1847,Academy of Radiology Research,Academy of Radiology Research,260000,2012,H4100
1935,Academy of Radiology Research,Academy of Radiology Research,260000,2011,H4100
2266,Academy of Radiology Research,Academy of Radiology Research,220000,1999,H4100
2274,Academy of Radiology Research,Academy of Radiology Research,220000,2007,H4100
3203,Academy of Radiology Research,Academy of Radiology Research,220000,2001,H4100
2204,Academy of Radiology Research,Academy of Radiology Research,200000,2000,H4100
2206,Academy of Radiology Research,Academy of Radiology Research,200000,2003,H4100
2207,Academy of Radiology Research,Academy of Radiology Research,200000,2005,H4100
2273,Academy of Radiology Research,Academy of Radiology Research,200000,2004,H4100
2205,Academy of Radiology Research,Academy of Radiology Research,180000,2002,H4100
2229,Academy of Radiology Research,Academy of Radiology Research,180000,1998,H4100
1580,Academy of Radiology Research,Academy of Radiology Research,160000,2013,H4100
2275,Academy of Radiology Research,Academy of Radiology Research,160000,2009,H4100
2083,Academy of Radiology Research,Academy of Radiology Research,140000,2008,H4100
2277,Academy of Radiology Research,Academy of Radiology Research,140000,2014,H4100
2025,Academy of Radiology Research,Academy of Radiology Research,98000,2015,H4100
2156,Academy of Radiology Research,Academy of Radiology Research,50800,2016,H4100
5658,Acambis Inc,Acambis Inc,240000,2006,H4300
4041,Acambis Inc,Acambis Inc,220000,2005,H4300
5659,Acambis Inc,Acambis Inc,122000,2007,H4300
3806,Acambis Inc,Keaney Consulting,120000,2006,H4300
6762,Acambis Inc,Acambis Inc,95926,2008,H4300
5657,Acambis Inc,Acambis Inc,0,2004,H4300
5660,Acambis Inc,Acambis Inc,0,2009,H4300
1894,Accentia Biopharmaceuticals,Accentia Biopharmaceuticals,20000,2011,H4300
2169,Accentia Biopharmaceuticals,Accentia Biopharmaceuticals,10000,2012,H4300
5102,Accredited Medical Equipment Providers,Accredited Medical Equipment Providers,15000,2010,H4100
3805,AccuDial Pharmaceutical,Accudial Pharmaceutical,66000,2011,H4100
5626,Accudial Pharmaceutical,Accudial Pharmaceutical,60000,2010,H4100
2084,Accuray Inc,Accuray Inc,170000,2014,H4100
1917,Accuray Inc,Accuray Inc,160000,2010,H4100
2194,Accuray Inc,Accuray Inc,160000,2007,H4100
1662,Accuray Inc,Accuray Inc,130000,2015,H4100
2245,Accuray Inc,Accuray Inc,130000,2011,H4100
2193,Accuray Inc,Accuray Inc,120000,2006,H4100
2230,Accuray Inc,Accuray Inc,110000,2008,H4100
1869,Accuray Inc,Accuray Inc,100000,2012,H4100
1918,Accuray Inc,Accuray Inc,90000,2016,H4100
1581,Accuray Inc,Accuray Inc,60000,2009,H4100
1794,Accuray Inc,Accuray Inc,60000,2005,H4100
1870,Accuray Inc,Accuray Inc,0,2013,H4100
3989,ACE BioSciences A/S,ACE BioSciences A/S,80000,2007,H4300
2267,Achaogen,Achaogen,200000,2015,H4500
2157,Achaogen,Achaogen,180000,2014,H4500
2208,Achaogen,Achaogen,180000,2012,H4500
1848,Achaogen,Achaogen,155000,2013,H4500
3204,Achaogen,Achaogen,132500,2011,H4500
3205,Achaogen,Achaogen,130000,2016,H4500
1936,Achaogen,Achaogen,120000,2008,H4500
6665,Achaogen,Achaogen,120000,2007,H4500
6666,Achaogen,Achaogen,120000,2009,H4500
2124,Achaogen,Achaogen,40000,2006,H4500
2049,Achaogen,Achaogen,20000,2005,H4500
2268,Acorda Therapeutics,Acorda Therapeutics,240000,2009,H4300
1795,Acorda Therapeutics,Acorda Therapeutics,210000,2012,H4300
1919,Acorda Therapeutics,Acorda Therapeutics,210000,2011,H4300
2246,Acorda Therapeutics,Acorda Therapeutics,210000,2010,H4300
2026,Acorda Therapeutics,Acorda Therapeutics,180000,2008,H4300
2276,Acorda Therapeutics,Acorda Therapeutics,140000,2013,H4300
1582,Acorda Therapeutics,Acorda Therapeutics,67500,2015,H4300
1937,Acorda Therapeutics,Acorda Therapeutics,67500,2016,H4300
3542,Actelion Ltd,Actelion Pharmaceuticals US,160000,2004,H4300
3543,Actelion Ltd,Actelion Pharmaceuticals US,160000,2007,H4300
6746,Actelion Ltd,Actelion Pharmaceuticals US,120000,2003,H4300
4022,Actelion Ltd,Actelion Pharmaceuticals US,100000,2002,H4300
3473,Actelion Ltd,Actelion Pharmaceuticals US,80000,2006,H4300
4021,Actelion Ltd,Actelion Ltd,80000,2003,H4300
4020,Actelion Ltd,Actelion Ltd,40000,2002,H4300
4023,Actelion Ltd,Actelion Pharmaceuticals US,40000,2005,H4300
5591,Actelion Ltd,Actelion Ltd,40000,2004,H4300
6097,Actelion Pharmaceuticals US,Actelion Pharmaceuticals US,120000,2008,H4300
5045,Actelion Pharmaceuticals US,Actelion Pharmaceuticals US,90000,2016,H4300
4929,Actelion Pharmaceuticals US,Actelion Pharmaceuticals US,50000,2015,H4300
6082,Actinium Pharmaceuticals,Actinium Pharmaceuticals,20000,2008,H4300
5995,Actinium Pharmaceuticals,Actinium Pharmaceuticals,0,2009,H4300
3950,Active Life Technologies,Active Life Technologies,0,2010,H4100
5169,Acucela Inc,Acucela Inc,40000,2006,H4500
5235,Acucela Inc,Acucela Inc,40000,2007,H4500
5918,AcuFocus,AcuFocus,40000,2012,H4100
4508,AcuFocus,AcuFocus,21000,2014,H4100
6777,AcuFocus,AcuFocus,14000,2013,H4100
5052,AcuFocus,AcuFocus,0,2015,H4100
3908,Acutemp,Acutemp,40000,2005,H4100
4691,Acutemp,Acutemp,40000,2006,H4100
5476,Acutemp,Acutemp,40000,2004,H4100
5732,Acutemp,Acutemp,40000,2003,H4100
3907,Acutemp,Acutemp,0,2002,H4100
4998,ADAC Laboratories,ADAC Laboratories,0,2000,H4100
5039,ADAC Laboratories,ADAC Laboratories,0,1998,H4100
5484,ADAC Laboratories,ADAC Laboratories,0,1999,H4100
6260,ADAC Laboratories,ADAC Laboratories,0,2001,H4100
1871,Adamas Pharmaceuticals,Adamas Pharmaceuticals,140000,2009,H4300
2158,Adamas Pharmaceuticals,Adamas Pharmaceuticals,110000,2008,H4300
1797,Adamas Pharmaceuticals,Adamas Pharmaceuticals,20000,2011,H4300
1583,Adamas Pharmaceuticals,Adamas Pharmaceuticals,10000,2012,H4300
2159,Adamas Pharmaceuticals,Adamas Pharmaceuticals,10000,2015,H4300
1796,Adamas Pharmaceuticals,Adamas Pharmaceuticals,0,2010,H4300
2347,Adamas Pharmaceuticals,Adamas Pharmaceuticals,0,2016,H4300
5179,Adams Laboratories,Adams Laboratories,20000,2003,H4300
4153,Adams Laboratories,Adams Laboratories,0,2004,H4300
5917,Adams Laboratories,Adams Laboratories,0,2007,H4300
5947,Adams Respiratory Therapeutics,Adams Respiratory Therapeutics,380000,2007,H4300
4975,Adams Respiratory Therapeutics,Adams Respiratory Therapeutics,340000,2006,H4300
4576,Adams Respiratory Therapeutics,Adams Respiratory Therapeutics,280000,2005,H4300
4505,Adams Respiratory Therapeutics,Adams Respiratory Therapeutics,100000,2008,H4300
6011,Adapt Pharma,Adapt Pharma,120000,2016,H4300
5653,Adl Healthcare,Adl Healthcare,60000,2005,H4300
2086,Admetech,Admetech,180000,2007,H4500
1920,Admetech,Admetech,160000,2008,H4500
1663,Admetech,Admetech,150000,2010,H4500
1929,Admetech,Admetech,120000,2000,H4500
2247,Admetech,Admetech,120000,2001,H4500
1998,Admetech,Admetech,90000,2009,H4500
1585,Admetech,Admetech,80000,2005,H4500
1997,Admetech,Admetech,80000,2006,H4500
1584,Admetech,Admetech,60000,2002,H4500
2085,Admetech,Admetech,60000,2004,H4500
1857,Admetech,Admetech,40000,2012,H4500
2051,Admetech,Admetech,40000,2003,H4500
2231,Admetech,Admetech,30000,2011,H4500
2125,Admetech,Admetech,20000,1999,H4500
1707,Admetech,Admetech,0,2015,H4500
1930,Admetech,Admetech,0,2013,H4500
2050,Admetech,Admetech,0,1998,H4500
2248,Admetech,Admetech,0,2014,H4500
2249,Adroit Medical Systems,Adroit Medical Systems,26000,2010,H4100
1921,Adroit Medical Systems,Adroit Medical Systems,0,2011,H4100
2269,Adroit Medical Systems,Adroit Medical Systems,0,2009,H4100
1872,Aduro BioTech,Aduro BioTech,70000,2015,H4500
1664,Aduro BioTech,Aduro BioTech,60000,2016,H4500
1858,Aduro BioTech,Aduro BioTech,50000,2010,H4500
1922,Aduro BioTech,Aduro BioTech,40000,2012,H4500
1931,Aduro BioTech,Aduro BioTech,40000,2011,H4500
2126,Aduro BioTech,Aduro BioTech,40000,2014,H4500
2232,Aduro BioTech,Aduro BioTech,40000,2009,H4500
2250,Aduro BioTech,Aduro BioTech,40000,2013,H4500
429,AdvaMed,AdvaMed,5500000,2002,H4100
580,AdvaMed,AdvaMed,5260000,2004,H4100
545,AdvaMed,AdvaMed,4880000,2003,H4100
449,AdvaMed,AdvaMed,4580000,2001,H4100
433,AdvaMed,AdvaMed,4302974,2005,H4100
544,AdvaMed,AdvaMed,3900000,2000,H4100
365,AdvaMed,AdvaMed,3468189,2006,H4100
366,AdvaMed,AdvaMed,3109889,2007,H4100
364,AdvaMed,AdvaMed,2920000,1999,H4100
543,AdvaMed,AdvaMed,2900000,2015,H4100
382,AdvaMed,AdvaMed,2520000,2016,H4100
524,AdvaMed,AdvaMed,2410823,2008,H4100
546,AdvaMed,AdvaMed,2377869,2013,H4100
542,AdvaMed,AdvaMed,2360000,2014,H4100
439,AdvaMed,AdvaMed,1640271,2009,H4100
342,AdvaMed,AdvaMed,1499237,2011,H4100
341,AdvaMed,AdvaMed,1482048,2010,H4100
430,AdvaMed,AdvaMed,1465933,2012,H4100
1665,Advanced Analytical,Advanced Analytical,120000,2008,H4100
1708,Advanced Analytical,Advanced Analytical,120000,2009,H4100
1798,Advanced Analytical,Advanced Analytical,120000,2010,H4100
1924,Advanced Analytical,Advanced Analytical,120000,2007,H4100
1923,Advanced Analytical,Advanced Analytical,40000,2006,H4100
1799,Advanced Analytical,Advanced Analytical,30000,2011,H4100
2278,Advanced BioHealing,Advanced Biohealing,240000,2010,H4500
2195,Advanced BioHealing,Advanced Biohealing,120000,2009,H4500
6020,Advanced Cancer Therapeutics,Advanced Cancer Therapeutics,30000,2010,H4500
6021,Advanced Cancer Therapeutics,Advanced Cancer Therapeutics,30000,2011,H4500
6126,Advanced Cancer Therapeutics,Advanced Cancer Therapeutics,10000,2012,H4500
4318,Advanced Cell Technology,Advanced Cell Technology,75000,2010,H4500
4319,Advanced Cell Technology,Advanced Cell Technology,0,2011,H4500
5888,Advanced Cell Technology,Advanced Cell Technology,0,2007,H4500
6151,Advanced Diabetes Supply,Advanced Diabetes Supply,40000,2012,H4100
5017,Advanced Diabetes Supply,Advanced Diabetes Supply,20000,2011,H4100
5016,Advanced Diabetes Supply,Advanced Diabetes Supply,5000,2010,H4100
6524,Advanced Diabetes Supply,Advanced Diabetes Supply,0,2013,H4100
2196,Advanced Endoscopy Devices,Advanced Endoscopy Devices,25000,2010,H4100
2279,Advanced Endoscopy Devices,Advanced Endoscopy Devices,12500,2009,H4100
2349,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,80000,2009,H4000
1925,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,60000,2008,H4000
2348,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,40000,2007,H4000
1666,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,20000,2011,H4000
2087,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,20000,2010,H4000
1999,Advanced Init in Medical Simulation,Advanced Init in Medical Simulation,0,2006,H4000
2270,Advanced Life Sciences,Advanced Life Sciences,80000,2010,H4300
3212,Advanced Life Sciences,Advanced Life Sciences,80000,2008,H4300
2000,Advanced Life Sciences,Advanced Life Sciences,70000,2009,H4300
1974,Advanced Life Sciences,Advanced Life Sciences,40000,2007,H4300
2160,Advanced Life Sciences,Advanced Life Sciences,20000,2011,H4300
5969,Advanced Liquid Logic,Advanced Liquid Logic,120000,2007,H4500
4464,Advanced Liquid Logic,Advanced Liquid Logic,40000,2006,H4500
5197,Advanced Tissue Sciences,Advanced Tissue Sciences,0,1999,H4500
1413,AdvancePCS,AdvancePCS,1135680,2003,H4400
1412,AdvancePCS,AdvancePCS,940000,2002,H4400
905,AdvancePCS,AdvancePCS,360000,2001,H4400
775,AdvancePCS,AdvancePCS,220000,1998,H4400
904,AdvancePCS,AdvancePCS,180000,1999,H4400
915,AdvancePCS,AdvancePCS,180000,2004,H4400
1411,AdvancePCS,AdvancePCS,60000,2000,H4400
2280,Advaxis Inc,Advaxis Inc,130000,2016,H4500
1859,Advaxis Inc,Advaxis Inc,60000,2015,H4500
1938,Advaxis Inc,Advaxis Inc,40000,2010,H4500
6667,Advaxis Inc,Advaxis Inc,10000,2011,H4500
2286,AeroCare Holdings,AeroCare Holdings,70000,2009,H4200
3213,AeroCare Holdings,AeroCare Holdings,60000,2007,H4200
2161,AeroCare Holdings,AeroCare Holdings,50000,2008,H4200
2197,AeroCare Holdings,AeroCare Holdings,20000,2006,H4200
3214,AeroCare Holdings,AeroCare Holdings,0,2010,H4200
6295,Aerogen,Aerogen,50000,2012,H4100
6296,Aerogen,Aerogen,0,2013,H4100
4596,Aethlon Medical,Aethlon Medical,80000,2011,H4100
4595,Aethlon Medical,Aethlon Medical,20000,2010,H4100
4055,Aethlon Medical,Aethlon Medical,0,2006,H4100
2052,Aethon Inc,Aethon Inc,20000,2009,H4100
2001,Aethon Inc,Aethon Inc,10000,2012,H4100
2002,Affymax Inc,Affymax Inc,440000,2012,H4500
1987,Affymax Inc,Affymax Inc,360000,2011,H4500
1932,Affymax Inc,Affymax Inc,260000,2009,H4500
1709,Affymax Inc,Affymax Inc,240000,2010,H4500
2003,Affymax Inc,Affymax Inc,70000,2013,H4500
736,Affymetrix Inc,Affymetrix Inc,600000,2006,H4500
737,Affymetrix Inc,Affymetrix Inc,540000,2007,H4500
740,Affymetrix Inc,Affymetrix Inc,305000,2005,H4500
759,Affymetrix Inc,Affymetrix Inc,300000,2002,H4500
760,Affymetrix Inc,Affymetrix Inc,240000,2003,H4500
851,Affymetrix Inc,Affymetrix Inc,240000,2004,H4500
728,Affymetrix Inc,Affymetrix Inc,40000,2008,H4500
3635,AFG Biosystems,AFG Biosystems,60000,2004,H4500
3637,AFG Biosystems,AFG Biosystems,60000,2007,H4500
3763,AFG Biosystems,AFG Biosystems,50000,2005,H4500
5702,AFG Biosystems,AFG Biosystems,50000,2008,H4500
3636,AFG Biosystems,AFG Biosystems,40000,2006,H4500
4225,AFG Biosystems,AFG Biosystems,30000,2003,H4500
2053,Agennix Inc,Agennix Inc,140000,2007,H4500
1939,Agennix Inc,Agennix Inc,20000,2009,H4500
2162,Agennix Inc,Agennix Inc,20000,2008,H4500
2054,Agios Pharmaceuticals,Agios Pharmaceuticals,90000,2009,H4300
2233,Agios Pharmaceuticals,Agios Pharmaceuticals,80000,2010,H4300
1722,Agios Pharmaceuticals,Agios Pharmaceuticals,40000,2011,H4300
1988,Agios Pharmaceuticals,Agios Pharmaceuticals,0,2012,H4300
5125,Agouron Pharmaceuticals,Agouron Pharmaceuticals,44000,1999,H4300
5267,Agouron Pharmaceuticals,Agouron Pharmaceuticals,42300,2000,H4300
5266,Agouron Pharmaceuticals,Agouron Pharmaceuticals,40000,1998,H4300
5162,Agouron Pharmaceuticals,Agouron Pharmaceuticals,0,2005,H4300
5189,Agouron Pharmaceuticals,Agouron Pharmaceuticals,0,2004,H4300
5320,Agouron Pharmaceuticals,Agouron Pharmaceuticals,0,2003,H4300
6561,Agouron Pharmaceuticals,Agouron Pharmaceuticals,0,2002,H4300
386,Air Products & Chemicals Inc,Air Products Healthcare,130259,2007,H4100
525,Air Products & Chemicals Inc,Air Products Healthcare,120000,2006,H4100
434,Air Products & Chemicals Inc,Air Products Healthcare,80000,2005,H4100
385,Air Products & Chemicals Inc,Air Products Healthcare,40000,2004,H4100
512,Air Products & Chemicals Inc,Air Products Healthcare,30000,2008,H4100
5236,Air Xpanders,Air Xpanders,0,2007,H4500
4199,Akers Biosciences,Akers Biosciences,120000,2007,H4100
5799,Akers Biosciences,Akers Biosciences,60000,2016,H4100
4382,Akers Biosciences,Akers Biosciences,30000,2010,H4100
4362,Akers Biosciences,Akers Biosciences,10000,2015,H4100
4062,Akesis Pharmaceuticals,Akesis Pharmaceuticals,120000,2007,H4300
5738,Akesis Pharmaceuticals,Akesis Pharmaceuticals,110000,2008,H4300
1840,Akorn,Akorn,120000,2008,H4300
1989,Akorn,Akorn,120000,2005,H4300
2183,Akorn,Akorn,120000,2006,H4300
2234,Akorn,Akorn,60000,2009,H4300
1990,Akorn,Akorn,20000,2012,H4300
2184,Akorn,Akorn,20000,2007,H4300
2004,Akrimax Pharmaceuticals,Akrimax Pharmaceuticals,10000,2009,H4300
3533,Aksys Ltd,Aksys Ltd,210500,2005,H4100
3317,Aksys Ltd,Aksys Ltd,60000,2004,H4100
3532,Aksys Ltd,Aksys Ltd,60000,1999,H4100
4833,Aksys Ltd,Aksys Ltd,60000,1998,H4100
4729,Aksys Ltd,Aksys Ltd,40000,2001,H4100
3427,Aksys Ltd,Aksys Ltd,30000,2006,H4100
3819,Aksys Ltd,Aksys Ltd,0,2000,H4100
5158,Aksys Ltd,Aksys Ltd,0,2002,H4100
2199,Alatech Healthcare,Alatech Healthcare,120000,2009,H4200
2343,Alatech Healthcare,Alatech Healthcare,120000,2008,H4200
1941,Alatech Healthcare,Alatech Healthcare,100000,2007,H4200
1940,Alatech Healthcare,Alatech Healthcare,60000,2006,H4200
2138,Alatech Healthcare,Alatech Healthcare,40000,2005,H4200
3215,Alatech Healthcare,Alatech Healthcare,40000,2004,H4200
2055,Alatech Healthcare,Alatech Healthcare,0,2010,H4200
2137,Alatech Healthcare,Alatech Healthcare,0,2003,H4200
2271,Aldevron,Aldevron,120000,2004,H4500
2287,Aldevron,Aldevron,120000,2005,H4500
2385,Aldevron,Aldevron,120000,2006,H4500
2386,Aldevron,Aldevron,120000,2007,H4500
1841,Aldevron,Aldevron,60000,2009,H4500
3239,Aldevron,Aldevron,40000,2008,H4500
1586,Aldevron,Aldevron,20000,2003,H4500
3403,Alere Inc,Alere Inc,889000,2014,H4500
3650,Alere Inc,Alere Inc,629000,2013,H4500
5380,Alere Inc,Alere Inc,612000,2011,H4100
5552,Alere Inc,Alere Inc,595000,2012,H4100
5553,Alere Inc,Alere Inc,580000,2015,H4500
4474,Alere Inc,Alere Inc,570000,2016,H4500
5379,Alere Inc,Alere Inc,320000,2010,H4100
3692,Alere Inc,Arriva Medical,80000,2015,H4200
3976,Alere Inc,Arriva Medical,80000,2013,H4200
5381,Alere Inc,Arriva Medical,80000,2012,H4200
5554,Alere Inc,Arriva Medical,80000,2014,H4200
5124,Alere Inc,Arriva Medical,60000,2016,H4200
5123,Alere Inc,Arriva Medical,50000,2011,H4200
3486,Alere Inc,Arriva Medical,30000,2010,H4200
4384,Alere Medical,Alere Medical,160000,1999,H4100
4321,Alere Medical,Alere Medical,120000,2001,H4100
4229,Alere Medical,Alere Medical,100000,2000,H4100
4832,Alere Medical,Alere Medical,100000,2006,H4100
6125,Alere Medical,Alere Medical,80000,2004,H4100
5870,Alere Medical,Alere Medical,60000,2005,H4100
1911,Alexion Pharmaceuticals,Alexion Pharmaceuticals,1200000,2015,H4300
1778,Alexion Pharmaceuticals,Alexion Pharmaceuticals,1165000,2012,H4300
1836,Alexion Pharmaceuticals,Alexion Pharmaceuticals,1105000,2014,H4300
2029,Alexion Pharmaceuticals,Alexion Pharmaceuticals,1000000,2013,H4300
1882,Alexion Pharmaceuticals,Alexion Pharmaceuticals,921400,2016,H4300
1966,Alexion Pharmaceuticals,Alexion Pharmaceuticals,420000,2011,H4300
1965,Alexion Pharmaceuticals,Alexion Pharmaceuticals,380000,2010,H4300
2091,Alexion Pharmaceuticals,Alexion Pharmaceuticals,210000,2009,H4300
1805,Alexion Pharmaceuticals,Alexion Antibody Technologies,40000,2003,H4300
2090,Alexion Pharmaceuticals,Alexion Antibody Technologies,40000,2004,H4300
2014,Alexion Pharmaceuticals,Alexion Pharmaceuticals,20000,2008,H4300
1769,Alexion Pharmaceuticals,Alexion Pharmaceuticals,0,2001,H4300
1842,Alfred Mann Foundation,Alfred Mann Foundation,340000,2009,H4500
2141,Alfred Mann Foundation,Alfred Mann Foundation,320000,2011,H4500
3240,Alfred Mann Foundation,Alfred Mann Foundation,320000,2010,H4500
2344,Alfred Mann Foundation,Alfred Mann Foundation,140000,2014,H4500
2140,Alfred Mann Foundation,Alfred Mann Foundation,100000,2008,H4500
4683,Algeta AS,Algeta AS,80000,2004,H4000
4263,Algeta AS,Algeta AS,60000,2005,H4000
6028,Algeta AS,Algeta AS,20000,2003,H4000
2142,AlgiPharma AS,AlgiPharma AS,20000,2009,H4000
2285,AlgiPharma AS,AlgiPharma AS,10000,2010,H4000
2387,AlgiPharma AS,AlgiPharma AS,0,2008,H4000
5618,Alkermes Inc,Alkermes Inc,325833,2009,H4300
5257,Alkermes Inc,Alkermes Inc,192531,2010,H4300
5556,Alkermes Inc,Alkermes Inc,80000,2006,H4300
3693,Alkermes Inc,Alkermes Inc,0,2007,H4300
5383,Alkermes Inc,Alkermes Inc,0,2005,H4300
3651,Alkermes Plc,Alkermes Inc,4007200,2015,H4300
5619,Alkermes Plc,Alkermes Inc,3630000,2016,H4300
4112,Alkermes Plc,Alkermes Inc,2643000,2014,H4300
3407,Alkermes Plc,Alkermes Inc,880252,2013,H4300
3848,Alkermes Plc,Alkermes Inc,214592,2011,H4300
3467,Alkermes Plc,Alkermes Inc,164551,2012,H4300
1381,Allegheny General Hospital,Allegheny Gen Hosp Ctr for Genomic Sci,100000,2003,H4500
1522,Allegheny General Hospital,Allegheny Gen Hosp Ctr for Genomic Sci,80000,2002,H4500
